Unnamed: 0,post_id,post_created,post_text,user_id,followers,friends,favourites,statuses,retweets,label,notdepression,severe,moderate,PERSONALIZATION,EMOTIONALREASONING,LABELING,OVERGENERALIZING,REWARDFALLACY,SHOULDSTATEMENTS,CATASTROPHIZING,NODISTORTION
36.0,6.358294852842619e+17,Mon Aug 24 15:02:17 +0000 2015,RT @deliciousmag: On a budget? We have 21 recipes for £1.50 or less a head and they don't compromise on flavour. http://t.co/0CGzPXJLrP htt…,1013187241.0,84.0,211.0,251.0,837.0,16.0,1.0,0.9501037001609802,0.005547832697629929,0.044348474591970444,0.6751871705055237,0.0032583505380898714,0.011065746657550335,0.004523019306361675,0.002274179132655263,0.0048638214357197285,0.0006994387367740273,0.29812827706336975
37.0,6.358276554561987e+17,Mon Aug 24 14:55:00 +0000 2015,RT @RSPCA_official: RT @ncolondon: @RSPCA_official Please RT for us.... 80yr old dog owner getting very distraught over his lost dog 😓 http…,1013187241.0,84.0,211.0,251.0,837.0,238.0,1.0,0.9683942794799805,0.003804504405707121,0.027801169082522392,0.003941740840673447,0.002630326896905899,0.003821037942543626,0.04549318924546242,0.06468604505062103,0.029147488996386528,0.05192691087722778,0.7983533143997192
38.0,6.358239983796552e+17,Mon Aug 24 14:40:28 +0000 2015,"RT @BBCCambs: Flying displays by vintage jets ""significantly restricted"" until further notice by CAA - limited to fly pasts.",1013187241.0,84.0,211.0,251.0,837.0,1.0,1.0,0.9674268960952759,0.0026330272667109966,0.02994011528789997,0.0020733068231493235,0.0009663982200436294,0.007797166705131531,0.2436414659023285,0.009672570042312145,0.0371541790664196,0.5876891016960144,0.11100582778453827
39.0,6.357185881717023e+17,Mon Aug 24 07:41:37 +0000 2015,"RT @craftsbeautiful: Happy #Monday, crafters! If you need a bit of a pick-me-up to get you started, check this out: http://t.co/5xa87FWND4 …",1013187241.0,84.0,211.0,251.0,837.0,4.0,1.0,0.9758154153823853,0.005170278251171112,0.0190142709761858,0.03537733480334282,0.0029713083058595657,0.013331549242138863,0.03741373121738434,0.002167521044611931,0.05431586131453514,0.004394459538161755,0.8500282168388367
40.0,6.357172734629028e+17,Mon Aug 24 07:36:23 +0000 2015,They don't sleep like this now 💕... #catsoftwitter http://t.co/sya7RRr2Fa http://t.co/AgJ2tx5f93,1013187241.0,84.0,211.0,251.0,837.0,0.0,1.0,0.9885557293891907,0.0019742229487746954,0.009470054879784584,0.002499873749911785,0.0009675303590483963,0.0045141237787902355,0.008571958169341087,0.005707239266484976,0.0031903693452477455,0.0026883145328611135,0.9718605875968933
41.0,6.357112390464758e+17,Mon Aug 24 07:12:24 +0000 2015,Truly so awful 😟 https://t.co/jI4Lw4K8co,1013187241.0,84.0,211.0,251.0,837.0,0.0,1.0,0.971336305141449,0.0042588678188622,0.024404792115092278,0.0020040394738316536,0.015101769007742405,0.08263140171766281,0.036482784897089005,0.0036455844528973103,0.021353816613554955,0.002519263420253992,0.8362612724304199
42.0,6.35710739081261e+17,Mon Aug 24 07:10:25 +0000 2015,I don't understand this. What does it achieve?!😕Palmyra's Baalshamin temple 'blown up by IS' http://t.co/XvuLGzu73Q,1013187241.0,84.0,211.0,251.0,837.0,0.0,1.0,0.8945482969284058,0.006460257340222597,0.09899143129587173,0.018166935071349144,0.000724855053704232,0.009485447779297829,0.2025635540485382,0.014879626221954823,0.009892421774566174,0.6545595526695251,0.08972762525081635
43.0,6.356985037847306e+17,Mon Aug 24 06:21:48 +0000 2015,"RT @designtaxi: Cigarettes made out of green tea leaves, claim to help you quit smoking http://t.co/F7MVaZdBis http://t.co/HaKwgTO1fO",1013187241.0,84.0,211.0,251.0,837.0,34.0,1.0,0.8943939805030823,0.007310026325285435,0.09829597920179367,0.008098963648080826,0.0015589407412335277,0.9273025393486023,0.020699521526694298,0.0009430526988580823,0.0013358568539842963,0.004080732353031635,0.03598052263259888
44.0,6.355692697875005e+17,Sun Aug 23 21:48:16 +0000 2015,Not having to get up in the morning for two whole weeks. Bliss. 😊,1013187241.0,84.0,211.0,251.0,837.0,0.0,1.0,0.9672377109527588,0.004842789843678474,0.02791944332420826,0.006717725656926632,0.0007983916439116001,0.014577683061361313,0.11422731727361679,0.022108498960733414,0.15062706172466278,0.5176517367362976,0.17329153418540955
45.0,6.355436183805624e+17,Sun Aug 23 20:06:21 +0000 2015,I feel like an invisible hand is trying to remove both my eyeballs with a spoon 😖,1013187241.0,84.0,211.0,251.0,837.0,0.0,1.0,0.9806533455848694,0.002208373975008726,0.01713821478188038,0.0010716986143961549,0.0014915347564965487,0.1260664016008377,0.8296857476234436,9.705411503091455e-05,0.0008973637013696134,0.006900793872773647,0.033789508044719696
46.0,6.355422896291922e+17,Sun Aug 23 20:01:04 +0000 2015,RT @designtaxi: ‘Hair tapestry’ is the latest hair trend http://t.co/nEqzTNqVjJ http://t.co/WrjBKlcVvo,1013187241.0,84.0,211.0,251.0,837.0,12.0,1.0,0.8297201991081238,0.005040797404944897,0.16523905098438263,0.0009119971073232591,0.08045680075883865,0.7804077863693237,0.10844220966100693,0.00034543368383310735,0.003873740788549185,0.0031739450059831142,0.022388091310858727
47.0,6.355334540762153e+17,Sun Aug 23 19:25:57 +0000 2015,It feels like #shoreham coverage and alt media has now gone beyond news to 'ghoulish'...,1013187241.0,84.0,211.0,251.0,837.0,0.0,1.0,0.9719040393829346,0.006847735960036516,0.0212482251226902,0.0026298805605620146,0.0009183199144899845,0.004016421269625425,0.006779611110687256,0.0020086118020117283,0.004511693958193064,0.0012257520575076342,0.9779096841812134
48.0,6.355324392014152e+17,Sun Aug 23 19:21:55 +0000 2015,"@ThomasEvansUKIP it's The Mail, it's entirely their MO. Mail Online is barely 'news' 😕",1013187241.0,84.0,211.0,251.0,837.0,0.0,1.0,0.8709403276443481,0.008052538149058819,0.12100718170404434,0.0013762424932792783,0.3647319972515106,0.041137903928756714,0.09610628336668015,0.006619216408580542,0.0034995288588106632,0.003174947574734688,0.483353853225708
49.0,6.355277122753085e+17,Sun Aug 23 19:03:08 +0000 2015,@OffensiveBanter it's so awful 😟,1013187241.0,84.0,211.0,251.0,837.0,0.0,1.0,0.9001239538192749,0.013193768449127674,0.08668230473995209,0.002169407205656171,0.002360699698328972,0.16495512425899506,0.5989537239074707,0.0007870503468438983,0.0016347208293154836,0.21361203491687775,0.015527255833148956
50.0,6.355268910138286e+17,Sun Aug 23 18:59:52 +0000 2015,The awfulness of it continues. Heartbreaking 😟 https://t.co/wdZELWA3ah,1013187241.0,84.0,211.0,251.0,837.0,0.0,1.0,0.9090116620063782,0.006732298526912928,0.08425606042146683,0.007029413711279631,0.0013494696468114853,0.007828900590538979,0.13437552750110626,0.013168063014745712,0.005084924399852753,0.8093575835227966,0.021806001663208008
51.0,6.354893320826839e+17,Sun Aug 23 16:30:38 +0000 2015,Lazy afternoon snooze with my kitty cat... #lazysunday,1013187241.0,84.0,211.0,251.0,837.0,0.0,1.0,0.8631443381309509,0.006006584037095308,0.13084912300109863,0.0023779585026204586,0.00022568207350559533,0.004337292164564133,0.08482447266578674,0.004768697544932365,0.0046280184760689735,0.8909193277359009,0.00791847426444292
52.0,6.354807093318779e+17,Sun Aug 23 15:56:22 +0000 2015,The pain and heartbreak of tragedy is such a confusing emotion. I feel such sadness for my south coast friends #shoreham,1013187241.0,84.0,211.0,251.0,837.0,1.0,1.0,0.9606171250343323,0.005366490222513676,0.03401646018028259,0.9184337854385376,0.0018089035293087363,0.00428133737295866,0.0025098249316215515,0.0032158191315829754,0.00236533978022635,0.0009669222054071724,0.06641792505979538
53.0,6.354662764172042e+17,Sun Aug 23 14:59:01 +0000 2015,Pouring with rain in #cambridge. That sun didn't last long... 😕,1013187241.0,84.0,211.0,251.0,837.0,1.0,1.0,0.7885475158691406,0.0029902698006480932,0.20846222341060638,0.009847108274698257,0.38488078117370605,0.535302996635437,0.00895432848483324,0.0025704873260110617,0.001053551328368485,0.0005259830504655838,0.05686474218964577
54.0,6.354576699150868e+17,Sun Aug 23 14:24:49 +0000 2015,RT @brightonargus: Friends of @WorthingUtdFC footballers pay tribute to to their teammates - http://t.co/dtJkxu7O3J http://t.co/hDrCAJ10c9,1013187241.0,84.0,211.0,251.0,837.0,6.0,1.0,0.9192251563072205,0.00369257852435112,0.07708227634429932,0.01607741042971611,0.0018917260458692908,0.011291117407381535,0.025267144665122032,0.0016718219267204404,0.004904121160507202,0.001843634876422584,0.9370530843734741
55.0,6.354375617674445e+17,Sun Aug 23 13:04:55 +0000 2015,I've done nothing for the last 40 minute. Enough. I need to stand up and do stuff #lazysunday,1013187241.0,84.0,211.0,251.0,837.0,0.0,1.0,0.9694072008132935,0.004313142504543066,0.02627970464527607,0.0025360758882015944,0.002868162700906396,0.003086067270487547,0.022903231903910637,0.030833236873149872,0.02262372337281704,0.024335576221346855,0.8908138871192932
56.0,6.353535580455977e+17,Sun Aug 23 07:31:07 +0000 2015,RT @craftsbeautiful: Comfy this Sunday morning? Our cushion blog post will only make you more snug! http://t.co/EMSga5PBF3 http://t.co/tiyZ…,1013187241.0,84.0,211.0,251.0,837.0,1.0,1.0,0.9711243510246277,0.0024973282124847174,0.026378341019153595,0.9606946706771851,0.001488607027567923,0.01148251909762621,0.001173623139038682,0.00312022608704865,0.0007682431023567915,0.0005941166891716421,0.020678052678704262
57.0,6.353434064793395e+17,Sun Aug 23 06:50:46 +0000 2015,RT @brightonargus: A27 diversion route likely to remain in place all day after Shoreham air crash - http://t.co/P7NroQNpgi http://t.co/lfLO…,1013187241.0,84.0,211.0,251.0,837.0,28.0,1.0,0.9788647890090942,0.0035876119509339333,0.01754755899310112,0.004337769467383623,0.0007089932914823294,0.009445557370781898,0.005907528568059206,0.001392971957102418,0.0020235648844391108,0.0007591755711473525,0.9754244089126587
58.0,6.353419470712668e+17,Sun Aug 23 06:44:58 +0000 2015,"@JackDineen1 new media highlights the hypocrisy of humans. Tragedy is global, but many choose to ignore what's not on their doorstep x",1013187241.0,84.0,211.0,251.0,837.0,0.0,1.0,0.9552980661392212,0.007500959560275078,0.03720102831721306,0.0010179163655266166,0.002284388290718198,0.0058697606436908245,0.15518255531787872,0.031144222244620323,0.04409627243876457,0.6203626990318298,0.14004212617874146
59.0,6.351871712432292e+17,Sat Aug 22 20:29:57 +0000 2015,I hope the pilot pulls through. There's been enough death today at #shoreham 😟 https://t.co/6whLQe3pk8,1013187241.0,84.0,211.0,251.0,837.0,1.0,1.0,0.9601998925209045,0.0016370516968891025,0.03816301003098488,0.0009037863928824663,0.0009650722495280206,0.03803181275725365,0.6819155812263489,0.001532966736704111,0.00826729740947485,0.1988251656293869,0.06955823302268982
60.0,6.351287802358948e+17,Sat Aug 22 16:37:55 +0000 2015,@Sarah_Booker @yorkshireguy I keep seeing comments that the pilot was saved. If true I find that quite incredible,1013187241.0,84.0,211.0,251.0,837.0,0.0,1.0,0.9719184637069702,0.0034723891876637936,0.024609142914414406,0.0028808435890823603,0.0019079968333244324,0.0019484885269775987,0.0009871850488707423,0.9326393604278564,0.0014338439796119928,0.005441027693450451,0.05276132747530937
61.0,6.351220650587423e+17,Sat Aug 22 16:11:14 +0000 2015,"@Sarah_Booker @yorkshireguy urgh, awful 😢",1013187241.0,84.0,211.0,251.0,837.0,0.0,1.0,0.9832519292831421,0.002720688469707966,0.014027354307472706,0.0030163717456161976,0.0018658656626939774,0.015675846487283707,0.03348948433995247,0.1121668666601181,0.01666424609720707,0.10837368667125702,0.7087476849555969
62.0,6.351215653619384e+17,Sat Aug 22 16:09:15 +0000 2015,"@yorkshireguy @Sarah_Booker I can't shake the image of the unsuspecting people, driving along, minding their own business. Tragically sad.",1013187241.0,84.0,211.0,251.0,837.0,0.0,1.0,0.9351483583450317,0.005710143130272627,0.059141531586647034,0.003269593231379986,0.0011553533840924501,0.018863998353481293,0.24302561581134796,0.011093350127339363,0.012242205440998077,0.5036827921867371,0.20666709542274475
63.0,6.351195794554511e+17,Sat Aug 22 16:01:22 +0000 2015,"@Sarah_Booker *this*. Dear god! Horrific image 😟 Awful, awful, awful 😢 https://t.co/gG0rUMNvmm",1013187241.0,84.0,211.0,251.0,837.0,0.0,1.0,0.9101130962371826,0.004031287040561438,0.08585566282272339,0.008271624334156513,0.0008770151762291789,0.010992768220603466,0.22330449521541595,0.0022681234404444695,0.007770039141178131,0.7427138686180115,0.0038020869251340628
64.0,6.351178902624461e+17,Sat Aug 22 15:54:39 +0000 2015,RT @BBCBreaking: 7 people confirmed dead after plane crashed into several vehicles on A27 during #Shoreham Airshow http://t.co/iSmQGJY1eB,1013187241.0,84.0,211.0,251.0,837.0,1213.0,1.0,0.9491620659828186,0.004402893129736185,0.046435002237558365,0.015292397700250149,0.0003161640197504312,0.00469367578625679,0.024545811116695404,0.018548231571912766,0.014578291215002537,0.9154284000396729,0.006597063969820738
65.0,6.351156832322273e+17,Sat Aug 22 15:45:53 +0000 2015,@Sarah_Booker BBC reporting 7 fatalities so far 😟 Just so awful,1013187241.0,84.0,211.0,251.0,837.0,0.0,1.0,0.9349530339241028,0.01171919982880354,0.053327776491642,0.005702298134565353,0.0016987412236630917,0.10232995450496674,0.3226930499076843,0.001999280648306012,0.03780383989214897,0.10562823712825775,0.4221446216106415
